customer_id,annual_income,credit_score,loan_amount,loan_term,age,employment_length_years,debt_to_income,credit_utilization,delinquency_count,inquiry_count,existing_customer,relationship_tenure_months,num_existing_products,default
935,84288.602457275,685.8996595891448,41465.44792323574,60,27,17,0.27713895146019824,0.5266581387790109,0,2,1,65,2,0
936,92686.40658106806,557.6947863872667,16867.01514018198,36,38,17,0.276606762408941,0.7487439953541708,1,2,1,58,2,1
937,40474.06472443299,657.3437303504453,6781.184674202459,36,51,9,0.25363575827684853,0.3389252561886642,0,0,0,0,0,0
938,72363.69772753138,644.3567118921766,17654.16901386185,36,59,4,0.03896328089973622,0.5369955362315331,1,1,0,0,0,0
939,103208.68394650766,714.4223734541168,21942.931034195226,36,26,12,0.10991673346239239,0.11094363506677238,0,5,1,76,2,0
940,100979.0591525146,818.7817924840416,19467.21455230157,36,49,9,0.13980271069252392,0.36169715157832705,0,3,0,0,0,0
941,81348.29198385151,543.8786563267507,26106.911182243944,36,66,7,0.4131929187931637,0.698040497564455,1,0,1,61,4,1
942,101591.81878703857,839.192952122288,42119.09250196214,36,64,13,0.13999130009994848,0.8811050584786172,3,1,1,26,4,0
943,89723.00126981456,663.6847388616682,2868.7914291967973,60,21,4,0.16376417087605324,0.2893424986617487,2,1,1,48,3,1
944,111009.18774777965,704.3466077520806,14929.20332966196,36,68,0,0.170298639702195,0.25224012191481715,0,0,1,73,2,0
945,83680.77470871333,580.9617489663399,35411.43177361506,36,54,3,0.06909284913433078,0.7642338280579148,0,0,0,0,0,0
946,64329.05053286896,749.7810099158424,14779.544397341651,36,21,7,0.20798401964716018,0.7084696938455034,2,2,1,113,4,0
947,85075.23770799072,682.9030775446207,27894.93505574423,36,33,17,0.4853228507057412,0.5046779373156156,0,3,0,0,0,1
948,20000.0,675.6972812168199,26309.00697347659,60,57,5,0.09355771123700084,0.8977486517463978,0,3,0,0,0,1
949,86486.57209155148,544.3830419567932,32368.798568138027,60,46,20,0.216762522415169,0.7537305432085338,0,0,1,44,1,1
950,20000.0,685.16577696932,39133.39744159529,60,35,2,0.16885410820621474,0.5275906277074712,1,3,1,104,3,1
951,23296.097777837458,739.2079826671602,23330.727071005233,36,43,20,0.38537027232073867,0.8004435117075465,0,3,0,0,0,0
952,88553.05802822953,663.4604955161768,2541.7021458009585,36,49,17,0.37627611710052583,0.9014312580336908,2,0,0,0,0,1
953,89325.88011800386,762.1939541950906,12995.928237358807,60,35,1,0.37957297142217206,0.9133804575407574,1,0,1,60,2,0
954,40127.13659580208,759.3026620323953,41860.528665936145,60,40,11,0.4517455856550181,0.3499337011205012,0,1,0,0,0,0
955,53636.938743631836,635.1233232081406,5858.021906150261,36,53,14,0.41474515962005176,0.5700267531066324,0,1,1,43,2,0
956,116116.22965842395,791.6579701158175,24968.06569190573,36,34,9,0.3206818735749259,0.6851542968819565,1,0,0,0,0,0
957,60479.09605281972,683.1706475027557,1000.0,36,26,20,0.3200821592144599,0.43090688090489354,2,1,0,0,0,0
958,142287.60937208956,683.4821675551482,6487.728181104909,36,34,2,0.26780003383471795,0.283696927815415,1,1,1,84,3,0
959,74942.40440470961,686.9286855821912,28869.37281399913,36,31,11,0.5941926250632459,0.41750618293721947,0,0,1,100,3,0
960,87241.085306438,684.8521025658788,20359.609203297558,36,35,10,0.4632944973669324,0.3813910851943065,0,0,1,80,4,0
961,123506.23195495823,495.8906650339044,16235.581746117212,60,21,12,0.10435205982122189,0.7870356810620825,1,0,1,13,4,1
962,78930.81348580259,667.0145521267195,11856.439756450873,36,45,5,0.19984825703943668,0.3789856781232412,0,3,1,17,1,0
963,44929.68057927596,584.5237469836281,1000.0,60,52,10,0.0337108831274568,0.9378934622023426,0,1,1,26,4,0
964,71708.1764491713,793.8434991550973,26934.058862266378,36,32,2,0.2821218309250695,0.3430285153465887,1,1,1,79,1,1
965,73931.67791429727,791.025809420484,17168.526303424285,36,34,2,0.39244508637950887,0.1913236576900112,0,1,1,8,1,0
966,34057.750433953035,739.6356832718911,4781.34825486346,60,40,11,0.12085905504709821,0.7139840685929922,0,0,0,0,0,1
967,67325.0378597753,663.3072793862779,20301.891395102837,36,31,15,0.24592516724640287,0.5344135387504947,1,1,0,0,0,1
968,52734.2371800769,609.4389544377411,25812.48015410128,36,54,14,0.4701365184777182,0.8756241171822498,2,2,0,0,0,1
969,102730.73271562302,633.9693299107076,17993.26309874627,36,31,20,0.6304124795669087,0.4351080862417137,0,0,0,0,0,1
970,76038.35622555767,815.9849334498223,21159.926833124213,36,36,1,0.2739880722250927,0.7001101214665644,0,3,1,27,2,0
971,66516.1275255729,631.5461829436027,20381.26815487442,60,33,9,0.06233035331458541,0.8331396233343836,0,1,0,0,0,0
972,71814.54208132271,515.1083251929756,12932.05191371824,60,54,1,0.07256479886820587,0.7191719524133863,0,0,1,72,3,0
973,81693.66055218499,752.1115855939776,20542.596132998322,60,39,7,0.25582297181454394,0.31974961985092026,0,1,1,86,1,0
974,93504.42599069339,785.0352179532525,27352.169313239425,36,66,15,0.23074217941409017,0.45786553801577456,0,0,0,0,0,0
975,45008.63313991856,796.1450981016566,30346.436733255825,60,46,12,0.32449925903298193,0.2629868866136901,1,0,1,59,3,0
976,43752.37102136185,752.6843602974529,27907.293385893434,36,56,4,0.285729323859625,0.9002761363302973,0,1,1,94,1,0
977,108140.3764620759,764.1063774064347,13249.01968764087,36,38,1,0.3412877792969188,0.7953035692088136,0,0,1,104,2,1
978,62629.893833858085,683.7053851837479,26362.125515697837,60,31,3,0.3256032911123585,0.670013192770262,2,2,1,21,3,0
979,32494.737222093776,534.6593063555836,24654.66427336545,36,42,8,0.31326165759417385,0.4256885959050736,2,3,0,0,0,1
980,88314.38128149314,681.9516729050009,12902.912075548047,36,34,20,0.2857946639774404,0.3374343558086574,1,2,0,0,0,0
981,88901.09418098061,723.5100940693592,15356.872624605632,60,21,8,0.3459753420377358,0.19145036835649515,0,1,0,0,0,0
982,29078.542282298804,670.5310960403625,26796.931026475402,36,54,3,0.20479714638266808,0.3385544508660594,0,1,0,0,0,0
983,81884.45146390819,667.341471688227,33769.081528064424,36,42,5,0.8057292811993925,0.2413226338234111,0,3,1,15,3,1
984,97067.49277285121,612.5117372687174,1883.2810201950124,36,34,14,0.20515309809719634,0.6487664707212781,2,2,0,0,0,0
985,86231.59355118789,609.8782879709581,36400.61238369295,60,47,5,0.3915700320349041,0.8139376224384223,0,2,0,0,0,1
986,93959.44451284186,808.6703960336249,31641.596759081716,36,43,17,0.3597590159574433,0.3597876026683475,0,0,1,22,2,1
987,32871.92705727753,811.20424589161,21991.18500166033,36,59,0,0.469658415125769,0.4322791077873955,0,1,0,0,0,0
988,84931.20464988587,679.8147008127728,17592.83376642002,36,47,6,0.5600199522389603,0.1773709111601772,0,1,0,0,0,0
989,65921.4072158866,699.7066523565048,23904.334492191432,36,40,5,0.4909083970194079,0.854774699714352,0,5,0,0,0,0
990,60516.29523826066,611.3399360074087,13594.346393410298,36,50,9,0.2912328615929995,0.8179808887714085,0,2,0,0,0,1
991,101116.6682825918,724.9802394957618,18223.0498005333,60,42,8,0.31099078096816113,0.6956595268410747,0,3,0,0,0,1
992,119378.2353202269,803.1754420129939,5249.730485610207,60,44,11,0.26906529223477843,0.6631899771269373,0,1,0,0,0,0
993,128831.10163801076,572.9538454038715,2584.770429316395,60,57,6,0.4971953567503725,0.7956401976254399,0,2,1,96,3,0
994,114444.23614517716,712.4718309791675,43323.06634705883,60,28,4,0.3001990587993422,0.8203028709830589,2,1,0,0,0,1
995,71707.97455109449,717.7315569851528,20630.752184082878,36,32,13,0.4435112769133618,0.16340026268132435,1,1,1,111,3,0
996,85581.60489079029,716.9324560422481,22036.890210023666,36,37,6,0.4274078253102547,0.3559787739858517,3,2,1,53,2,1
997,98004.6861535273,794.9972367493929,19692.67206889126,36,39,18,0.34900980665179204,0.2709999588763964,2,1,1,39,3,0
998,78635.33847898386,822.5212748519807,11722.259805191088,36,56,20,0.16907811341648285,0.2600517464510084,2,2,0,0,0,1
999,78922.92563734633,663.6561425489136,16929.37890236733,36,25,4,0.44505705883439434,0.10766850911511562,0,3,1,93,1,0
1000,99712.59395628546,727.122157050945,20911.886939683507,36,42,5,0.06869402138581945,0.7098933801393444,0,2,0,0,0,0
1001,73221.52061922204,685.8963594008242,18033.61722448035,60,35,20,0.033565067885350165,0.5028871786314566,0,3,0,0,0,0
1002,53121.39190879016,635.7519294942213,12477.972723055207,36,62,17,0.6381418983581706,0.4050460067770023,0,2,1,19,1,0
1003,62565.80802492425,698.956990981671,24794.887932240446,36,53,9,0.09769282884552338,0.2836358575071687,1,1,0,0,0,0
1004,94017.31133201226,727.0049669950174,21883.646918681432,60,45,11,0.07014200559800898,0.38015371172449436,0,2,1,30,2,0
1005,75089.79873599867,695.185007979189,23929.077717436936,36,54,5,0.06356050374120706,0.3660035462184512,1,2,1,36,3,0
1006,85206.29930605013,618.3173153359718,27050.448120198358,36,26,13,0.17586535893614239,0.6151383041937657,0,4,1,31,1,1
1007,95102.3772660657,647.5507552101026,18294.76087701732,36,66,19,0.24365285441651718,0.44123438537751697,1,1,1,27,1,0
1008,63754.75611307171,648.086480587774,18311.120597185218,36,32,9,0.4242504555235275,0.8502305408137523,0,3,0,0,0,0
1009,97687.44490889419,621.0289231548506,34824.52562252055,36,57,9,0.3297958006731761,0.34690383019913085,0,1,0,0,0,0
1010,86365.27810375183,701.9477707123968,10559.847910908802,60,49,12,0.32870668104547357,0.3649343387904651,1,1,1,60,1,0
1011,37955.60739265564,709.2678467405154,1263.6825177563333,60,45,17,0.346532660068076,0.6968113769968268,0,0,0,0,0,0
1012,118269.14373558733,748.5662320621037,25555.387020574803,60,57,11,0.17515096363791804,0.4586976345557492,1,1,0,0,0,0
1013,59977.657687292514,619.9664356287558,13706.499051257306,60,54,9,0.13068680172252006,0.5704174845125689,0,4,1,14,4,0
1014,25347.13970444449,639.5764919639845,9226.490427065515,36,43,10,0.3820791446530306,0.570542280730525,2,1,0,0,0,0
1015,43648.688712410934,788.8198616351866,28852.3801709242,60,37,0,0.27890336835143087,0.029740395272704313,0,0,1,84,3,1
1016,44368.64517965034,668.4852895148956,18552.31616240842,36,43,16,0.1494910020457509,0.2603949952984134,0,0,0,0,0,0
1017,76565.19955972601,682.1091720476144,7364.359423681575,36,41,7,0.317255719910513,0.4291172527096229,1,1,1,52,4,0
1018,66784.48483361288,667.7427395023045,39349.46119009555,60,46,18,0.05224575126199737,0.7059339627489377,2,2,0,0,0,0
1019,64895.04097078221,759.3121573105151,3893.137356026007,36,54,7,0.1779634497251569,0.6499954815222637,0,3,1,109,2,0
1020,93591.05896447436,762.026607650052,19133.216076639004,36,48,5,0.32047302503697117,0.4480952926221394,1,0,1,9,4,0
1021,85196.26083578111,757.9245670412193,1107.2322515281048,60,44,18,0.3564030607839391,0.35098846405650613,0,0,1,64,4,0
1022,84481.43611932859,681.8597327950283,22706.582338522272,36,34,2,0.06986987569647533,0.2163113650319521,1,1,1,82,2,0
1023,87294.85371986078,618.9294815757698,13588.912997895786,36,46,16,0.2967207240192998,0.143254901794653,2,0,1,76,4,1
1024,93484.04004006715,814.7649154431479,28192.748153293694,36,22,17,0.743841075850834,0.6263379179005788,1,0,0,0,0,1
1025,20000.0,739.9416283868862,19826.136136932913,36,32,4,0.29315886377019895,0.4886082237996258,0,1,0,0,0,0
1026,64066.85243206617,648.0338713025327,33506.077790068295,36,49,4,0.4558177585065619,0.14648308893064357,0,2,0,0,0,0
1027,20000.0,779.6673192861088,15702.860825960754,36,53,6,0.3677385273566293,0.33085377324535903,1,0,1,112,1,0
1028,76081.79780393386,642.5073759318634,3954.5564385408234,36,42,18,0.07535327025256479,0.7359132280690014,1,2,0,0,0,0
1029,74861.01083326964,778.7492382232059,22375.16053026866,36,44,7,0.655739846443565,0.4572144495413799,1,1,0,0,0,1
1030,106365.96824369041,783.4799212569144,17474.42519540804,36,46,2,0.1923761689368742,0.5839139783019307,0,2,0,0,0,0
1031,110629.03178163362,615.496205982326,1807.4011862254483,36,50,8,0.5467959997619306,0.7007765106438363,1,0,0,0,0,0
1032,81083.25144757102,720.7230812114673,9446.197239142897,36,40,1,0.47392932966808077,0.6641727265053612,0,0,0,0,0,1
1033,59989.16767809301,734.7533492772931,12628.675545235106,36,30,11,0.28667338072330595,0.3960146063460083,1,0,1,51,4,0
1034,89554.83337637213,850.0,35553.83390400733,36,47,3,0.3843997453587194,0.7212409398898418,2,2,0,0,0,0
1035,59162.47088027059,628.03892176563,27074.457995699788,36,65,5,0.21187364170940043,0.2564406717200521,0,0,1,100,3,0
1036,74958.22045669954,780.278029389568,16522.648372072654,60,31,0,0.389171202613817,0.9000615342920885,0,2,1,16,3,0
1037,104584.08950882303,681.2142212623488,24708.69729872239,36,40,0,0.46517642112039903,0.24746242853283956,0,4,0,0,0,0
1038,58266.85962031729,593.1045071493602,1000.0,36,37,15,0.3477079074749228,0.5497533562464989,1,1,1,45,3,0
1039,99170.35917727504,671.6008981115999,14350.938888519986,36,71,19,0.43014130320242083,0.6103239603739979,1,1,1,51,2,0
1040,95322.04106076907,680.1725332769795,24009.953790083626,36,30,8,0.2967775946846927,0.7521454800317955,0,0,0,0,0,1
1041,46356.24548607535,605.8776864819298,21653.76306395468,36,40,0,0.17529285404300177,0.7123029075737075,2,2,0,0,0,1
1042,104216.82384652202,701.852153319607,14606.438540963918,60,38,19,0.6197515681102814,0.8667137062777768,0,0,1,52,3,0
1043,95956.99036114514,747.0466478849007,19616.91867869,60,27,8,0.10249422925338014,0.3714852441393759,1,2,0,0,0,0
1044,78057.77662117973,696.6740457843408,23381.08504712018,36,26,7,0.3463053270175982,0.6595579665389864,0,0,0,0,0,1
1045,52130.296259170434,642.0709137434086,19906.433398315123,36,49,16,0.07070757470022974,0.2779595894888725,1,0,1,91,4,0
1046,49223.8194427329,669.6069552115124,28610.039569234727,60,51,14,0.8195879818725381,0.4539628493157124,1,2,0,0,0,0
1047,58870.122692909325,679.6819650244585,23187.021098876423,36,35,15,0.022533513285861385,0.7105795182743417,0,2,1,114,4,0
1048,91277.8338987588,695.2125139236734,25112.40470429679,36,59,14,0.11044990858507846,0.4279950821648357,0,2,0,0,0,0
1049,46331.244977958064,757.6881533568022,37135.54788230083,36,21,0,0.07284681642492578,0.8589397529477338,0,0,0,0,0,1
1050,88125.3674585961,699.0357827370262,28275.063329650657,36,27,6,0.4937606257377037,0.7688946886590402,0,2,0,0,0,1
1051,37747.334133648226,581.8112359959202,37409.584463809726,60,32,14,0.18656426267958784,0.7927625366760677,2,0,0,0,0,1
1052,68877.94246683453,640.6375249607916,13280.8563377982,36,42,18,0.13005392314744732,0.33832000572902154,0,1,0,0,0,0
1053,78289.43263722026,691.6214735627645,4075.8612715445142,36,37,13,0.06906820924246905,0.5824404956836584,0,2,1,60,1,1
1054,148353.9043517675,758.688713946788,18597.19209289093,36,40,8,0.3066026138309272,0.21299317699000336,1,1,1,118,1,0
1055,33680.530334388975,770.8492509075586,17744.03638322618,60,48,18,0.6283372032269814,0.5549295975495006,0,3,0,0,0,0
1056,119160.43699470401,804.2279739111218,34594.14152389356,36,59,11,0.28931476368617454,0.25370700514279354,0,2,1,59,2,0
1057,79495.2724196184,689.1430078305514,8699.555673431609,36,52,2,0.5076708727657852,0.3801822621333635,1,4,1,35,3,1
1058,87335.15754047889,733.4316422851746,19211.21039540058,36,43,8,0.0698072487695175,0.24641287158318056,1,1,0,0,0,0
1059,78550.43740164614,578.1876925917921,24051.793660428866,36,41,17,0.2294248731016972,0.6663704583349818,0,1,0,0,0,0
1060,88341.80454585698,710.0917101213038,21001.025039843586,36,55,9,0.5298566561466305,0.16476187717705118,1,3,0,0,0,1
1061,70389.44686913947,604.7315128977397,18284.70352761304,36,65,11,0.5180592053496139,0.6075990163870878,0,2,0,0,0,0
1062,118621.50544372376,675.6222562971675,23585.684532063453,60,50,1,0.3612873705641467,0.1278761721601719,0,1,0,0,0,0
1063,61305.865673258326,850.0,30790.97630911976,60,36,13,0.40477538211584535,0.4713001992387629,0,1,1,47,4,0
1064,108967.03716537743,701.24879653333,35357.45471222662,36,45,6,0.18061848967719266,0.5153201831758734,1,1,0,0,0,0
1065,55668.98639360932,619.533074657377,20328.072074560845,60,49,1,0.2057079401404078,0.8890143597031192,0,2,0,0,0,1
1066,73192.44460796138,708.5452304170534,11841.542464054355,36,35,19,0.6617451071826382,0.534864166197059,0,0,1,107,4,1
1067,42841.123431293425,643.8047369387451,35345.340940933645,60,52,8,0.2672634508211157,0.49729321650826097,1,1,0,0,0,0
1068,88650.7116104256,612.7479120789715,9223.665532645098,60,45,17,0.32551981912629097,0.7930617651449933,2,1,1,25,2,0
1069,118353.77870779601,827.219767337335,37905.78843115133,60,56,14,0.2782707115720845,0.4778956300639715,0,2,1,35,2,1
1070,72679.31460537438,754.6768418386727,33441.3536491873,36,30,18,0.03701165341903676,0.28062553250789396,0,0,1,94,4,0
1071,69093.42903888272,704.1875637497021,34893.9879142887,60,21,9,0.31756095832948383,0.15768337595912466,0,1,0,0,0,0
1072,41561.491107962196,652.5723696826722,26853.908559730855,36,37,14,0.12692888901471974,0.5845207116893877,0,3,0,0,0,0
1073,68121.22039343076,658.244736191946,1000.0,36,42,19,0.42048217931039955,0.32234920562907804,0,2,1,9,2,0
1074,27216.172208354168,787.9737306790905,9608.791689244556,60,21,13,0.37879347213441317,0.8762387766965255,1,2,1,26,4,0
1075,47613.66039843518,701.4604276365197,23068.88220693059,36,35,13,0.05384180559114553,0.25858123214770695,0,1,0,0,0,1
1076,81803.58138327407,464.20363999358307,13243.530014490669,36,57,18,0.3303672539789924,0.5214090196410484,1,0,0,0,0,1
1077,114570.39593224188,849.4656960961186,16847.201216621128,36,48,7,0.22766824498640809,0.2585686745138445,1,4,1,67,4,0
1078,159276.32583688508,692.81436498806,26128.081808259252,36,44,11,0.48387355107522995,0.37685649812414385,1,3,1,49,3,0
1079,57402.44744787298,704.0358304014372,18300.25714971363,60,29,15,0.44419975322102706,0.2755677735873288,0,1,1,107,1,1
1080,118059.0046993632,756.0686369404358,7809.793956756601,36,57,19,0.36957058664955433,0.10880847594040978,0,4,1,106,2,1
1081,82312.57441204943,712.5781979118111,28856.587131385648,36,37,16,0.09365558463617386,0.5576805051199387,0,0,0,0,0,0
1082,70462.57059760872,732.2836032401767,25149.027751537265,60,43,8,0.3028207091514057,0.7603125561769234,1,0,0,0,0,0
1083,87977.83355178457,650.3393572844552,17510.04057020436,60,47,16,0.3042845173257765,0.40107266961324883,0,1,0,0,0,0
1084,76857.49451039877,593.914327322353,27112.661841046734,60,44,12,0.3438906308567697,0.6712064485645436,0,3,0,0,0,1
1085,78311.87176836656,699.6162947031238,20950.470630975884,36,60,9,0.16578993390740643,0.24430035835918193,0,2,1,11,2,0
1086,62750.00511519992,780.2130256592213,33313.61192415246,36,49,9,0.061607164319609546,0.44522978636252436,0,2,1,94,3,1
1087,33056.71020603448,634.6538209131818,21512.07885557509,60,46,15,0.4457748959947469,0.7672101883638539,0,1,0,0,0,0
1088,28691.243924337556,629.0383203626157,33239.2766658068,60,41,0,0.28531325107798644,0.6560007717257472,0,4,0,0,0,0
1089,94597.34649843682,765.4713482265956,1263.4721862478727,36,47,19,0.3669346226772119,0.17372808622029945,0,0,0,0,0,0
1090,66698.99729742859,647.9928356401236,24592.19023211829,36,39,4,0.49755569864946475,0.24708998622430667,1,3,0,0,0,0
1091,57117.333010315,651.2608060315919,16021.382033191607,36,44,14,0.016717643535281376,0.2598609970318902,0,0,0,0,0,1
1092,75255.16880169461,653.8799008937631,11409.49011656496,36,38,19,0.3594280856251115,0.6736740569404803,0,0,0,0,0,0
1093,98847.96758746883,675.4513313306664,31585.005794051256,36,36,4,0.37205416079798154,0.8002248211440092,1,0,1,36,3,0
1094,80410.91829079195,569.8453332868573,28890.8743187632,36,31,12,0.36002897831387937,0.893137811723903,0,0,0,0,0,1
1095,55318.351900770984,642.2461921220861,1000.0,36,39,11,0.17647317191122303,0.3690792182229825,1,1,0,0,0,0
1096,111788.78866946849,696.1257613397805,27154.956353164656,36,38,0,0.25439094893327246,0.4002057312642585,0,1,0,0,0,0
1097,122375.56508944897,695.626655532238,25941.480464059347,36,64,13,0.3696478917484464,0.6996376907782292,2,1,1,55,2,1
1098,89836.6996596856,761.0595136805711,12769.28493342341,36,54,20,0.23275050968131586,0.3029982260163549,1,1,1,115,1,0
1099,104209.9053403227,808.7574555536363,11646.960530368347,60,40,18,0.4966842407210008,0.8813908166778687,1,1,1,114,3,1
1100,112258.79990441434,785.8738412665082,4094.2477540159234,36,37,19,0.09026826096499634,0.39124224356370696,1,2,0,0,0,1
1101,108902.9794921354,744.0256668851754,16624.681027630355,60,49,10,0.19024836776972986,0.6519352026778508,0,4,1,100,1,0
1102,93422.9753133787,669.5885786462954,18225.12461693434,60,65,14,0.191420205983655,0.36396542222373557,0,2,0,0,0,0
1103,92950.41141224648,636.3851651030184,27969.967803585125,60,52,4,0.29700149117132957,0.2918957055006153,0,1,0,0,0,0
1104,90589.81720039507,681.2514902755881,22693.80364500558,60,21,5,0.26939796138368627,0.942991145574408,0,0,0,0,0,0
1105,42079.86976358869,720.9905138841028,9400.918846956676,60,52,19,0.4041708345547922,0.4717591592949045,1,0,0,0,0,1
1106,96021.69470578758,737.5356458771968,22388.74324944845,36,54,6,0.15595173248578337,0.3912630868853098,0,1,1,43,2,0
1107,34325.58086620338,723.6160013461096,17459.545805960868,36,68,15,0.3232151912078866,0.4443945399498748,0,2,0,0,0,0
1108,51162.01634624835,671.5177170036764,10651.737863355545,60,39,18,0.2755097087268274,0.5748349143797141,0,1,1,104,4,0
1109,114106.95203424263,735.0803567889583,4104.927562276225,36,44,13,0.1095760523446876,0.5827697594764397,0,0,0,0,0,0
1110,100206.60488082592,768.2610753558452,26248.033350255075,60,47,1,0.11348397405738808,0.31680100429549574,0,3,1,27,2,0
1111,119621.94869057588,741.6112268847279,24463.971494794674,36,33,19,0.49875116640775324,0.2793886429617514,0,0,0,0,0,0
1112,66849.76848938124,677.7590861385621,25567.69028280907,36,32,4,0.47181951154149643,0.3963482344465577,0,2,1,102,2,0
1113,40432.534761696974,621.6305915245796,12717.555665082366,36,47,20,0.1227514041794729,0.5817851720019657,0,0,1,40,3,0
1114,67786.88408788972,619.9702799428325,21710.798621017642,60,23,3,0.6226377679296624,0.6468408242843251,0,1,1,81,1,0
1115,78060.93891721722,632.3147663485473,6246.358529327521,36,26,7,0.45693947480532504,0.5025807252759673,1,1,1,72,3,1
1116,77369.66149020029,697.9952639072451,10134.171881481196,36,52,15,0.20315745672909186,0.5293416569942617,1,0,1,97,3,0
1117,109010.41436270105,716.3862627488943,20337.32199748335,36,48,1,0.19204879689211055,0.29205687557104676,0,0,0,0,0,0
1118,64161.88724989664,580.9827377439179,22623.530303221785,60,57,8,0.34803268945752885,0.5886739534128768,3,1,0,0,0,0
1119,85561.03415408773,644.7203424145514,3711.821040606377,60,48,18,0.2730937047398897,0.47096924697314024,0,2,1,7,3,0
1120,45341.18551696182,697.0299825713776,9424.552856973618,36,42,19,0.31543282354957525,0.5002219313064923,1,0,0,0,0,1
1121,88509.5183413144,617.0224062931678,16346.07163916764,36,57,11,0.09003977945859801,0.4692620518118694,0,1,1,34,4,0
1122,75093.25650556911,710.3732907141723,29585.187329102926,60,37,16,0.4394324351100318,0.40897766663600643,1,1,0,0,0,0
1123,52505.599851464474,658.4800196358404,11868.972471337805,36,38,16,0.2315175218830143,0.4245276371969358,0,1,1,104,1,0
1124,67925.11913475441,629.360580983152,21405.752827950782,36,41,20,0.41598899061162803,0.06355299826148078,0,0,0,0,0,0
1125,69474.72760454335,683.7243802714228,22453.926406340808,60,47,9,0.5793824138191127,0.38705888964867546,2,1,1,19,3,1
1126,66895.34611988711,707.4596230705371,17503.081742765266,60,41,6,0.52801901954988,0.29161352736501917,2,0,0,0,0,1
1127,128140.2372680305,620.602976001105,22680.200381594346,36,24,18,0.022408459037689257,0.7792839342503148,0,1,0,0,0,0
1128,72046.61993076361,663.0171334130167,6550.831954362531,36,39,9,0.4423735771791756,0.47074389304200365,0,1,1,44,4,0
1129,67683.11669467986,712.7374864114976,13442.128014380498,36,42,12,0.5304985845436888,0.5461702734457308,0,2,0,0,0,0
1130,20000.0,626.6536871678263,34343.59857468895,60,43,13,0.22836291033231668,0.7489498453351958,0,1,0,0,0,0
1131,48173.779440615675,563.9570211703269,35047.64901997609,60,37,16,0.4569940831551913,0.7003582721191669,1,1,1,59,2,0
1132,67107.79726630941,572.4398308017172,28429.20745276903,36,48,20,0.42982727479657495,0.4408853311024226,1,1,1,16,3,0
1133,54424.419714700714,650.7364395160121,31003.92189953648,60,23,7,0.18209612019321045,0.7661249778613516,0,0,0,0,0,0
1134,116451.22780133391,587.7107206586403,1740.891439602372,36,47,7,0.5572365596624629,0.4629431112494732,0,1,1,8,2,0
1135,70051.86673811344,655.6594673376628,10513.041147064298,60,64,18,0.3401994214361621,0.16876955212386635,1,0,0,0,0,0
1136,113653.32747954757,796.5459995820875,16888.98430321888,60,35,6,0.14986873306928702,0.5646920189983478,0,0,0,0,0,0
1137,76851.13902151104,583.4981128617923,44156.41926414039,60,43,13,0.07893975231353033,0.695469188095539,0,1,0,0,0,1
1138,76116.83509264729,660.217660396561,16869.16025493556,60,39,13,0.5574139884212839,0.6925251818306615,1,1,0,0,0,0
1139,72336.10656862498,829.2613187989969,27449.042996231736,36,39,9,0.41418387912455473,0.6591967809286434,0,0,0,0,0,1
1140,75113.88754864378,708.5691058082997,23783.720282548467,36,30,13,0.39620645544395566,0.3504140938373006,1,1,0,0,0,0
1141,126563.85009149578,654.259369876708,23561.234607312086,36,66,15,0.3182768210033,0.44457749821941345,1,0,1,39,4,0
1142,20000.0,669.0182155836533,19764.693764627893,60,47,3,0.37805781249801024,0.30979443169126075,1,3,1,111,2,0
1143,20000.0,710.0553755875294,7999.671697738775,36,34,3,0.2640966515086863,0.23744426741706068,0,0,1,22,1,1
1144,58704.875068316585,798.7040351439208,1000.0,36,33,9,0.10732656028885053,0.713412063396391,0,1,0,0,0,0
1145,75435.83645812707,642.840247476593,32818.424820357264,36,43,18,0.26044033119045684,0.5114793136509062,1,0,1,51,1,0
1146,95703.13274292037,626.9672801978202,13835.022137424612,36,21,7,0.1409475762812694,0.7212697715118214,1,2,0,0,0,1
1147,89192.61594082425,583.4833887053841,1328.8680502894276,36,55,9,0.10584801614686995,0.4511135813338049,0,2,0,0,0,0
1148,63472.62261358289,687.2167222756863,24379.610210029292,36,36,8,0.34681337797585277,0.851309535892138,1,1,0,0,0,1
1149,105571.31079725287,581.6018841127461,24187.894090690363,36,47,16,0.5899354824556038,0.090906989116711,0,2,0,0,0,1
1150,105905.86209458193,647.5352162624744,27678.923114813664,36,47,2,0.5367114740152912,0.19747132533601974,0,1,1,120,4,1
1151,80521.73493814697,616.3921591222753,31157.157017983718,36,54,12,0.43523842292323234,0.360667600615262,0,2,1,45,3,1
1152,103879.72717460524,755.1886457163874,10810.136307203822,60,48,13,0.28404656153739455,0.6574724548007641,1,2,1,109,3,0
1153,83179.35790296386,644.4122528843236,11250.182933316579,36,51,4,0.374854243136441,0.8455651090336542,0,1,0,0,0,1
1154,58155.50919651349,707.7851229603931,16812.967316025275,36,54,3,0.11316359964228816,0.4646955470125621,2,2,1,99,3,1
1155,95934.50517000013,567.7135598818006,28216.40184055162,60,38,14,0.26788713365721206,0.5797605932203804,1,3,0,0,0,1
1156,78318.39367736033,689.2054868116992,1000.0,36,68,0,0.6828135247113536,0.7040711716872619,0,1,1,104,4,0
1157,75040.1954026346,595.7787785897476,21282.06336091257,36,46,4,0.4253916902203814,0.5928323359373721,0,1,1,11,4,1
