customer_id,annual_income,credit_score,loan_amount,loan_term,debt_to_income,employment_years,num_delinquencies,credit_utilization,num_accounts,home_ownership,loan_purpose,default,loan_to_income,credit_score_bucket,high_utilization_flag,has_delinquency,low_employment_years,dti_util_interaction,loan_income_ratio,risky_profile_flag,existing_customer,relationship_tenure_months,num_existing_products,offered_interest_rate,estimated_monthly_payment,payment_to_income_ratio,review_flag,response_probability,accepted_offer
2159,113449.31385011306,633.83531942131,22236.79696495556,36,0.2077445699747986,19,1,0.8909112856235906,12,MORTGAGE,debt_consolidation,1,0.1960064473738321,medium,1,1,0,0.1850819819175677,0.1960064473738321,0,0,0,0,0.2195,848.66,0.0898,1,0.5179,1
2160,91730.73182175374,691.933927648784,18805.8233010784,36,0.3110482373573566,18,0,0.7905128800162962,14,RENT,home_improvement,0,0.2050111552300254,high,1,0,0,0.2458876379373564,0.2050111552300254,0,0,0,0,0.2476,745.29,0.0975,1,0.1554,0
2161,41656.26129188904,650.943606429227,31324.23109988895,36,0.0251175942381106,18,0,0.1108828159109068,2,RENT,credit_card,0,0.7519693349253159,medium,0,0,0,0.0027851095780292,0.7519693349253159,0,1,18,2,0.1676,1113.05,0.3206,0,0.1535,0
2162,82395.14335296015,729.3604061256724,32474.967235682736,60,0.1956881788259771,9,1,0.6859051235142649,2,MORTGAGE,other,0,0.3941369104265524,high,0,1,0,0.1342235244679133,0.3941369104265524,0,1,25,2,0.22,896.92,0.1306,0,0.3798,0
2163,89946.65245490355,696.4722017939246,31545.90247609192,36,0.1097410416609225,2,1,0.0901401846484425,10,MORTGAGE,credit_card,0,0.3507179157285184,high,0,1,0,0.0098920777588279,0.3507179157285184,0,1,1,1,0.1922,1159.83,0.1547,0,0.3098,1
2164,109204.471155638,683.9555372100488,17529.135032967122,36,0.6423511970276374,8,1,0.6763788212275123,12,OWN,debt_consolidation,1,0.1605166422886121,high,0,1,0,0.4344727454596349,0.1605166422886121,0,1,6,3,0.2077,658.3,0.0723,1,0.0612,0
2165,122416.2205970512,789.0844972099385,9965.234392158043,36,0.149182343661126,15,1,0.2728789103748649,4,MORTGAGE,home_improvement,0,0.0814045258338639,high,0,1,0,0.0407087153854167,0.0814045258338639,0,1,32,3,0.157,348.88,0.0342,0,0.4178,0
2166,44547.17424516394,726.3614299657811,29889.22917142073,60,0.4066824776030049,13,1,0.4227971144104355,12,OWN,home_improvement,0,0.6709567930449497,high,0,1,0,0.171944178011837,0.6709567930449497,0,1,8,2,0.199,790.3,0.2129,0,0.0319,0
2167,50674.27466368985,631.6753693711597,6349.455569295829,60,0.137820851877261,16,0,0.5128854624024829,1,RENT,home_improvement,0,0.1252993873382497,medium,0,0,0,0.0706863113437731,0.1252993873382497,0,1,36,2,0.1734,158.96,0.0376,1,0.1503,0
2168,37272.66423256151,673.9895269441566,39472.567386642826,36,0.4339079043978638,5,1,0.6932154948142439,1,RENT,debt_consolidation,1,1.05902189173535,high,0,1,0,0.3007916826509768,1.05902189173535,0,1,1,2,0.2463,1561.61,0.5028,1,0.0362,0
2169,67979.40422679056,674.6870850444237,20279.99545194563,60,0.3968242266850915,6,0,0.6249987093332324,7,RENT,credit_card,1,0.2983255837899061,high,0,0,0,0.2480146295103402,0.2983255837899061,0,0,0,0,0.19,526.06,0.0929,0,0.2962,1
2170,88990.75123339004,685.6223700837648,9391.157443004158,60,0.3189154213566516,0,1,0.4427916370092862,6,MORTGAGE,credit_card,0,0.1055295894544038,high,0,1,1,0.141213081490018,0.1055295894544038,0,1,49,3,0.2039,250.85,0.0338,0,0.2208,0
2171,104620.03549767306,850.0,7681.314458433897,36,0.0916308699986978,13,0,0.6052957712177501,14,RENT,debt_consolidation,0,0.0734210653037995,high,0,0,0,0.0554637781232151,0.0734210653037995,0,0,0,0,0.192,282.35,0.0324,0,0.3801,0
2172,72721.46929072432,705.9596324897698,7223.951759439404,60,0.1775916541279029,11,1,0.6781764775218446,4,OWN,home_improvement,1,0.0993372635316306,high,0,1,0,0.1204384824337389,0.0993372635316306,0,1,16,2,0.157,174.54,0.0288,0,0.707,1
2173,65404.57430235468,537.4868200926657,21403.629067208432,36,0.099812535111058,5,0,0.9398297064288672,13,RENT,other,1,0.3272497267230224,low,1,0,0,0.0938067855713466,0.3272497267230224,0,1,44,4,0.2304,828.98,0.1521,1,0.6191,1
2174,79552.7397674622,642.0040719798125,19936.07679940213,36,0.0359693829594884,3,0,0.6667290778186278,1,MORTGAGE,home_improvement,0,0.250602013927188,medium,0,0,0,0.0239818335302847,0.250602013927188,0,1,19,2,0.1713,712.05,0.1074,0,0.2228,0
2175,49945.71295109931,544.7339538752934,7640.778264908071,60,0.3828227480047501,19,0,0.5309624448202733,14,MORTGAGE,credit_card,1,0.1529816637563267,low,0,0,0,0.2032645022134175,0.1529816637563267,0,1,36,2,0.1763,192.49,0.0462,1,0.4281,1
2176,137686.16165084322,656.9141220067912,16435.44213444098,60,0.5848725459303241,4,0,0.7455706738913912,10,RENT,home_improvement,0,0.1193688743825981,medium,1,0,0,0.4360638182098454,0.1193688743825981,0,1,32,5,0.2392,472.02,0.0411,1,0.3866,0
2177,26770.16918645824,540.88828391915,6320.646139086577,36,0.8020155003830781,13,0,0.5103767159530211,10,MORTGAGE,home_improvement,1,0.2361078144417475,low,0,0,0,0.4093300372289344,0.2361078144417475,1,1,11,1,0.2145,239.59,0.1074,1,0.0276,0
2178,80542.21736687173,618.98866702521,25893.018059441725,36,0.507930508377355,2,0,0.297702420423757,14,MORTGAGE,credit_card,1,0.3214837994983044,medium,0,0,0,0.1512121417510079,0.3214837994983044,1,1,15,3,0.1937,953.96,0.1421,1,0.11,0
2179,135708.1865768892,573.5494929256116,19454.067338872865,36,0.3361885325788601,14,0,0.6103275977401242,2,OWN,credit_card,1,0.1433522017310818,low,0,0,0,0.2051851394766332,0.1433522017310818,0,0,0,0,0.2498,773.25,0.0684,1,0.012,0
2180,75203.99533679993,706.8912124577234,16215.97494082552,60,0.1438757357607545,19,0,0.4758647115886302,2,RENT,other,0,0.2156265085117739,high,0,0,0,0.0684653855023934,0.2156265085117739,0,0,0,0,0.216,444.23,0.0709,0,0.3408,0
2181,69298.82894995516,680.0377553840215,7118.892699324728,60,0.3351827304758101,17,0,0.5008102906476867,9,OWN,credit_card,0,0.1027274602917602,high,0,0,0,0.1678629606696756,0.1027274602917602,0,1,27,3,0.1313,162.45,0.0281,0,0.1823,0
2182,64276.63731568719,701.2073615249112,16998.443997772345,60,0.5360525656279068,11,0,0.4755200976201257,1,OWN,other,1,0.2644575806606375,high,0,0,0,0.2549037683369011,0.2644575806606375,0,0,0,0,0.1731,425.26,0.0794,1,0.2254,0
2183,69588.24954712777,672.6814028002032,15852.721186536732,60,0.287414536097379,19,0,0.5751908647735466,14,MORTGAGE,credit_card,1,0.2278074429156731,high,0,0,0,0.1653182155663391,0.2278074429156731,0,1,66,2,0.2162,434.41,0.0749,0,0.8492,0
2184,116185.4542402959,582.3991574856907,23177.267012095966,36,0.1270804349000449,15,0,0.6241085162420437,7,RENT,debt_consolidation,0,0.1994851004667161,medium,0,0,0,0.0793119816688606,0.1994851004667161,0,1,20,3,0.1993,860.49,0.0889,1,0.6673,1
2185,20000.0,715.9464958478314,21670.179781169605,60,0.4638982003847601,3,1,0.8413544056122589,14,OWN,debt_consolidation,1,1.0835089890043048,high,1,1,0,0.3903027946493164,1.0835089890043048,0,0,0,0,0.2868,683.65,0.4102,1,0.0193,0
2186,121003.01103888976,814.5557192188617,27920.601020793423,60,0.16575002030216,0,1,0.5863083222460554,12,MORTGAGE,debt_consolidation,0,0.2307430268126893,high,0,1,1,0.097180616315609,0.2307430268126893,0,1,46,4,0.2148,762.98,0.0757,0,0.2467,0
2187,32281.285426495648,708.6448805024582,15154.234564949376,60,0.082393912464981,8,0,0.4877809058756351,14,MORTGAGE,home_improvement,0,0.4694433435429968,high,0,0,0,0.0401901772608062,0.4694433435429968,0,1,34,4,0.1895,392.72,0.146,0,0.5995,0
2188,67000.43012296756,650.1852780477703,1395.8849780350574,36,0.1235973594463452,4,2,0.3171914592017525,7,RENT,other,0,0.0208339704006723,medium,0,1,0,0.0392040267962697,0.0208339704006723,0,1,10,4,0.1694,49.72,0.0089,1,0.1771,0
2189,62122.667391040144,580.0352976726189,29910.9287659804,60,0.0910883533051036,17,0,0.8170859164548263,3,MORTGAGE,home_improvement,1,0.4814817203070215,medium,1,0,0,0.0744270106386615,0.4814817203070215,0,1,13,2,0.2358,853.22,0.1648,1,0.2815,0
2190,92656.5980931216,616.4353120468024,10639.674869518194,36,0.172392897806646,3,0,0.7723161375732225,12,MORTGAGE,other,0,0.1148291118859155,medium,1,0,0,0.1331418169790841,0.1148291118859155,0,1,11,2,0.1817,385.54,0.0499,1,0.8279,1
2191,27056.26944348757,711.7127759600442,8930.829469847446,60,0.3189441734162493,7,0,0.1688308498694304,13,RENT,home_improvement,0,0.3300835500685409,high,0,0,0,0.0538476158587683,0.3300835500685409,0,1,33,2,0.2155,244.36,0.1084,0,0.3282,1
2192,88865.17998245828,755.1182618759563,19568.83454886248,36,0.3086922677635081,9,0,0.2832618929429944,1,RENT,other,0,0.2202081237274836,high,0,0,0,0.087440756103557,0.2202081237274836,0,1,25,2,0.2038,731.01,0.0987,0,0.6336,1
2193,135729.28869860558,698.2606322305384,23022.705129545167,36,0.1853253355956199,6,0,0.8477291427611251,8,MORTGAGE,debt_consolidation,0,0.1696222337133051,high,1,0,0,0.1571056878763926,0.1696222337133051,0,1,35,5,0.2014,857.23,0.0758,1,0.7136,1
2194,34104.779862215684,735.9921102794189,14691.635942853172,36,0.215559164481379,2,0,0.6104213023712742,13,RENT,credit_card,0,0.4307793805377731,high,0,0,0,0.131581905920787,0.4307793805377731,0,0,0,0,0.2119,554.94,0.1953,0,0.105,0
2195,80691.18502831187,729.537477081907,14613.073185318732,36,0.0592496269111703,9,1,0.2750335665500245,6,RENT,home_improvement,0,0.1810987554589809,high,0,1,0,0.0162956362061374,0.1810987554589809,0,0,0,0,0.2571,586.55,0.0872,0,0.2776,1
2196,55140.534666101725,715.4574073970142,16089.73682234445,60,0.1060321399338608,15,0,0.8237555807705448,2,MORTGAGE,credit_card,0,0.2917950817757305,high,1,0,0,0.0873445670115611,0.2917950817757305,0,0,0,0,0.2101,435.4,0.0948,1,0.1435,0
2197,87776.61618579108,633.9068483317121,34165.403509931435,60,0.2841261412917491,19,0,0.533324546567642,8,MORTGAGE,home_improvement,0,0.3892312667559035,medium,0,0,0,0.1515314454724359,0.3892312667559035,0,1,15,2,0.2268,956.84,0.1308,1,0.4316,1
2198,75574.43332247256,692.1746458382606,19973.21912441868,60,0.2626724295776935,2,0,0.680125844163256,12,MORTGAGE,debt_consolidation,0,0.2642853971386012,high,0,0,0,0.1786503079049422,0.2642853971386012,0,0,0,0,0.1915,519.74,0.0825,0,0.1289,0
2199,55755.39272867071,620.6135537282503,10320.37160538204,36,0.2073189843806143,16,0,0.4596315883325945,10,RENT,home_improvement,0,0.1851008682769078,medium,0,0,0,0.0952903540823621,0.1851008682769078,0,1,21,1,0.1945,380.65,0.0819,1,0.3949,1
2200,89636.16854613222,681.2200267070672,10422.166430970328,36,0.1304288493465329,9,0,0.5287521003461233,3,OWN,other,0,0.1162718866713962,high,0,0,0,0.0689645280377073,0.1162718866713962,0,0,0,0,0.1528,362.69,0.0486,0,0.6153,0
2201,129130.4432936023,703.1604471746838,17491.158204176307,36,0.0598096358705072,10,0,0.3210988697341904,8,MORTGAGE,home_improvement,0,0.1354534047735856,high,0,0,0,0.0192048064772333,0.1354534047735856,0,0,0,0,0.1911,642.09,0.0597,0,0.291,0
2202,69272.88624818104,797.5148665170798,22378.57934028008,36,0.1463289121074399,7,1,0.3850474546617107,13,OWN,credit_card,0,0.3230496165524595,high,0,1,0,0.0563435751503869,0.3230496165524595,0,1,18,3,0.1978,829.16,0.1436,0,0.2063,0
2203,96592.73826444543,588.3187617942658,24839.801619661903,60,0.2634804554558241,7,0,0.3976347889853732,1,OWN,debt_consolidation,1,0.257160135075578,medium,0,0,0,0.1047689953069466,0.257160135075578,0,1,1,2,0.2532,733.74,0.0912,1,0.1744,0
2204,36201.811263865085,713.7055341693914,21241.58603847216,60,0.0057740823410591,14,1,0.446563412517611,13,OWN,other,0,0.5867547864680388,high,0,1,0,0.002578493914381,0.5867547864680388,0,1,33,2,0.1506,505.96,0.1677,0,0.1943,0
2205,46306.90869545974,783.6865614136516,11581.266490829112,36,0.1838957659718478,16,1,0.8653796693912966,2,MORTGAGE,other,0,0.250098026770561,high,1,1,0,0.1591396571591769,0.250098026770561,0,1,62,3,0.2039,432.71,0.1121,1,0.3095,0
2206,89172.18833641132,733.1193436087158,15760.587004392171,60,0.1930371781010122,0,0,0.6029700866713191,3,OWN,credit_card,0,0.1767433018998814,high,0,0,1,0.1163956440103542,0.1767433018998814,0,1,35,1,0.2174,432.96,0.0583,0,0.1989,1
2207,119523.48085607894,738.3061809977529,27339.07881864624,36,0.3190015159830965,9,0,0.2336383228342709,8,RENT,home_improvement,0,0.2287339577345236,high,0,0,0,0.0745309791758805,0.2287339577345236,0,0,0,0,0.1998,1015.68,0.102,0,0.1758,0
2208,85668.4004635698,721.1386431307468,8539.080395469045,60,0.4905675836199191,15,1,0.4421926316040175,9,OWN,other,0,0.0996759639395927,high,0,1,0,0.2169253707805159,0.0996759639395927,0,1,14,2,0.2003,226.38,0.0317,1,0.3794,0
2209,65608.25908430538,770.8834142842792,15342.466069225376,60,0.3687486107990045,4,1,0.3222560694753431,4,RENT,debt_consolidation,0,0.2338496141053941,high,0,1,0,0.1188314779405802,0.2338496141053941,0,1,43,3,0.1787,388.48,0.0711,0,0.5122,1
2210,74978.74216270063,603.8765282321342,25974.628578813525,36,0.2641007384012747,10,0,0.1038945400767157,2,OWN,home_improvement,1,0.3464265714421199,medium,0,0,0,0.0274386247501214,0.3464265714421199,0,1,16,3,0.1864,947.38,0.1516,1,0.2078,0
2211,37487.76798090847,582.9851333820827,28752.814266351765,60,0.141233496466009,18,2,0.4539700617967741,9,MORTGAGE,debt_consolidation,1,0.7669918966695435,medium,0,1,0,0.0641157791184485,0.7669918966695435,0,1,11,3,0.1735,720.07,0.2305,1,0.0545,0
2212,93135.459790661,679.556610167432,18070.84628908617,36,0.3052020516110413,0,0,0.1844651204985234,12,RENT,debt_consolidation,0,0.1940275629659174,high,0,0,1,0.0562991332268272,0.1940275629659174,0,1,1,2,0.1761,649.74,0.0837,0,0.5788,0
2213,101469.99186970228,528.7186527499803,15887.93189429184,60,0.1334112541621294,10,0,0.6417431744222296,10,OWN,home_improvement,0,0.1565776403583137,low,0,0,0,0.0856157617496558,0.1565776403583137,0,1,1,2,0.1723,396.8,0.0469,1,0.176,0
2214,61437.29001500759,766.1452062924608,6778.8205855626,36,0.1655480704353661,17,3,0.4822327716581378,2,MORTGAGE,other,0,0.1103372330354474,high,0,1,0,0.0798327048487032,0.1103372330354474,0,1,28,3,0.1833,246.18,0.0481,1,0.7085,1
2215,60898.73556721496,765.4500636846809,25256.399227270944,36,0.1824800348896116,7,1,0.1424239098268157,9,RENT,debt_consolidation,1,0.4147278098899164,high,0,1,0,0.0259895200343122,0.4147278098899164,0,0,0,0,0.1913,927.42,0.1827,0,0.2567,0
2216,82976.34688956145,649.6654611440831,33187.796851467894,36,0.176183819146206,13,1,0.3945478715093495,13,MORTGAGE,debt_consolidation,0,0.3999669555860262,medium,0,1,0,0.0695129508385237,0.3999669555860262,0,1,29,2,0.2086,1247.94,0.1805,0,0.2788,0
2217,61898.40791878213,654.0460582337644,45651.54058599692,60,0.2992013679739137,19,0,0.2918457589932882,1,RENT,home_improvement,0,0.7375236636968029,medium,0,0,0,0.0873206503281769,0.7375236636968029,0,1,1,2,0.2087,1231.78,0.2388,0,0.1404,0
2218,73016.02156122532,674.935676739453,23864.46183518046,60,0.3133707255159322,1,2,0.5729188990022477,11,RENT,home_improvement,1,0.3268387036787922,high,0,1,1,0.1795360110421234,0.3268387036787922,0,0,0,0,0.2229,663.09,0.109,1,0.187,0
2219,137991.65367499547,683.6414455307734,19491.203483560188,36,0.1878698368908784,7,0,0.308182093117232,3,OWN,home_improvement,0,0.1412491477877752,high,0,0,0,0.0578981195666238,0.1412491477877752,0,0,0,0,0.1865,711.06,0.0618,0,0.9303,1
2220,67589.2289776201,688.9021743436,10801.893868490926,36,0.4106370208447603,10,1,0.4491236169036904,4,MORTGAGE,home_improvement,1,0.1598167937661752,high,0,1,0,0.1844267840363548,0.1598167937661752,0,1,2,2,0.1876,394.63,0.0701,0,0.2678,0
2221,64249.79543936333,719.0762474814812,1211.4308625685044,60,0.6762958981432938,7,0,0.5863321453500112,12,OWN,debt_consolidation,0,0.0188550150901718,high,0,0,0,0.3965340248497701,0.0188550150901718,0,1,42,3,0.1949,31.75,0.0059,1,0.5939,1
2222,55573.74583094522,667.9161552894066,21769.59249739833,36,0.4418981627415285,0,1,0.6417767042478862,8,MORTGAGE,home_improvement,1,0.3917244045997815,medium,0,1,1,0.2835999464974542,0.3917244045997815,0,0,0,0,0.255,871.31,0.1881,1,0.1064,0
2223,97325.7591449981,746.0235312434456,43503.39120154303,36,0.4736561510858577,14,0,0.6468924103771513,14,RENT,home_improvement,0,0.4469874325489074,high,0,0,0,0.3064045692658946,0.4469874325489074,0,1,26,4,0.219,1659.2,0.2046,1,0.4534,1
2224,69563.27480345691,711.2163443987712,32708.122296569127,60,0.1641324375037831,18,0,0.4767637276943022,14,MORTGAGE,debt_consolidation,0,0.4701923879879434,high,0,0,0,0.0782523927398557,0.4701923879879434,0,1,24,3,0.1865,842.25,0.1453,0,0.0941,0
2225,55518.80885035722,637.5125587889155,31165.642691137982,36,0.2193262165937321,16,1,0.831913192126621,12,MORTGAGE,home_improvement,0,0.5613528700620907,medium,1,1,0,0.1824603729635463,0.5613528700620907,0,1,20,2,0.2483,1236.3,0.2672,1,0.5217,0
2226,114639.12096819036,773.4578867462868,22456.02817057916,36,0.3434229461195839,19,1,0.0837684263885878,6,RENT,home_improvement,0,0.1958845111575331,high,0,1,0,0.0287679997821703,0.1958845111575331,0,1,3,2,0.1542,783.02,0.082,0,0.5022,1
2227,117588.09013540912,584.922010971426,23595.231602803226,36,0.6715056110436749,14,0,0.4663250711682066,13,MORTGAGE,credit_card,1,0.2006600462294384,medium,0,0,0,0.3131399018597917,0.2006600462294384,1,0,0,0,0.2388,924.17,0.0943,1,0.1044,0
2228,56987.293027838845,673.5483932424967,1000.0,60,0.2258562399424062,12,1,0.6927956892748621,2,MORTGAGE,other,1,0.0175477715618803,high,0,1,0,0.1564722294279279,0.0175477715618803,0,1,17,2,0.1822,25.51,0.0054,0,0.5348,0
2229,20000.0,747.6842180752827,27625.10580763997,60,0.3884166881641633,5,1,0.7392354825406076,1,RENT,credit_card,1,1.3812552903129358,high,1,1,0,0.2871313979018599,1.3812552903129358,0,1,29,4,0.2078,743.92,0.4464,1,0.1218,0
2230,105225.41069510768,629.3848826561499,14206.594304241844,36,0.3616394896841839,2,0,0.5209623952613106,6,MORTGAGE,credit_card,0,0.1350110606388666,medium,0,0,0,0.1884005747669505,0.1350110606388666,0,1,36,1,0.18,513.59,0.0586,1,0.1167,0
2231,54461.10522719988,701.6688952737006,12982.726534041129,36,0.075896222555154,14,1,0.874216109044152,10,MORTGAGE,home_improvement,0,0.2383852931306045,high,1,1,0,0.0663497003733157,0.2383852931306045,0,0,0,0,0.218,494.47,0.109,1,0.0285,0
2232,98718.76797488306,718.0337717899333,16767.430469513925,60,0.0992525785029595,17,0,0.5189934717218018,4,RENT,credit_card,0,0.1698504834826362,high,0,0,0,0.0515114402945916,0.1698504834826362,0,0,0,0,0.2154,458.72,0.0558,0,0.7335,1
2233,20000.0,619.7633292413133,16429.95510548985,36,0.5120803258184758,12,0,0.7443829080856363,10,RENT,home_improvement,1,0.8214977552334176,medium,1,0,0,0.3811838421061972,0.8214977552334176,1,0,0,0,0.279,678.67,0.4072,1,0.0283,0
2234,101777.92014897928,674.9265596284175,12823.644080283377,36,0.4460170837238709,14,0,0.6203370457321368,10,MORTGAGE,credit_card,1,0.1259963267218129,high,0,0,0,0.2766809200633291,0.1259963267218129,0,1,46,3,0.1681,455.97,0.0538,1,0.2052,0
2235,38664.84212157656,669.0447318853553,20138.72072175976,36,0.2548635335832836,11,0,0.9141649534624928,11,OWN,debt_consolidation,0,0.5208535614322521,medium,1,0,0,0.2329873103174489,0.5208535614322521,0,0,0,0,0.2164,765.41,0.2376,1,0.1067,0
2236,96922.92357199574,641.3783503717395,14417.224037919468,60,0.1351084175108718,15,0,0.2741122964832175,9,MORTGAGE,credit_card,0,0.1487493722479533,medium,0,0,0,0.0370348785981184,0.1487493722479533,0,1,1,3,0.1817,367.41,0.0455,0,0.7236,1
2237,75428.19203509303,841.1172396435543,21003.229557561463,60,0.1235149797116578,11,0,0.3015056319773193,10,OWN,debt_consolidation,0,0.2784533075844008,high,0,0,0,0.0372404620166291,0.2784533075844008,0,1,34,3,0.195,550.66,0.0876,0,0.3594,1
2238,46381.817418100654,626.5825552588167,5128.22185449967,60,0.0618759928373343,16,1,0.6226127128541262,8,RENT,debt_consolidation,0,0.1105653495239666,medium,0,1,0,0.0385247797609951,0.1105653495239666,0,1,12,3,0.1999,135.84,0.0351,1,0.4608,1
2239,62788.91061219659,750.3451205847518,17859.422293679825,36,0.349327201144583,12,0,0.4340516775935575,10,MORTGAGE,debt_consolidation,0,0.2844359317475758,high,0,0,0,0.1516260576858683,0.2844359317475758,0,1,37,3,0.1962,660.23,0.1262,0,0.2976,0
2240,95589.55370870102,652.5039288183201,9037.044103137488,36,0.0826772058986361,8,0,0.4747622570257793,8,OWN,other,0,0.0945400805048465,medium,0,0,0,0.0392520168770215,0.0945400805048465,0,1,1,1,0.1969,334.43,0.042,0,0.1798,0
2241,78176.83359345702,603.9354667780303,13585.506815021336,60,0.1235684639091673,17,0,0.803062622181267,13,RENT,credit_card,0,0.1737791899515433,medium,1,0,0,0.0992332146458071,0.1737791899515433,0,1,11,3,0.1976,358.11,0.055,1,0.4553,0
2242,92532.38941417453,687.1969970208548,21433.988430335303,36,0.2495906167455802,9,0,0.5377211367887549,14,MORTGAGE,home_improvement,0,0.231637684553516,high,0,0,0,0.1342101501682398,0.231637684553516,0,0,0,0,0.2375,838.11,0.1087,0,0.4517,1
2243,134293.21753546456,725.4365369071251,3960.02385245042,60,0.5136024979542286,12,0,0.1682356537714571,11,RENT,other,0,0.0294878916828033,high,0,0,0,0.0864062520219831,0.0294878916828033,0,1,24,3,0.1937,103.53,0.0093,1,0.2781,1
2244,28072.75164866846,744.4356702545975,11775.926227278627,36,0.3293885131958882,10,0,0.5994755566097726,12,RENT,credit_card,0,0.4194788731163694,high,0,0,0,0.1974603622889705,0.4194788731163694,0,1,22,2,0.16,414.0,0.177,0,0.2682,1
2245,123516.37724905871,789.3585577458548,25689.64384836334,60,0.5200143460082715,17,1,0.5428634510039023,5,MORTGAGE,other,0,0.2079857296685013,high,0,1,0,0.2822967824455876,0.2079857296685013,0,0,0,0,0.2167,704.67,0.0685,1,0.2446,0
2246,78130.67812569639,850.0,5868.22158134199,60,0.3849564700105819,8,0,0.7194790600279276,11,MORTGAGE,home_improvement,0,0.0751077774062847,high,1,0,0,0.2769681191948825,0.0751077774062847,0,1,17,1,0.2304,165.55,0.0254,1,0.4995,1
2247,48036.47855030616,697.5359942628918,37778.67140278808,60,0.5428284799526022,18,0,0.4528598627457224,8,MORTGAGE,credit_card,0,0.7864579699038085,high,0,0,0,0.2458252309258045,0.7864579699038085,0,1,46,3,0.2149,1032.44,0.2579,1,0.5583,1
2248,35090.59122783031,633.5835478322228,32044.07956130647,36,0.0871447137457688,10,1,0.1093967521011711,1,RENT,other,0,0.9131815235697472,medium,0,1,0,0.0095333486465733,0.9131815235697472,0,0,0,0,0.2495,1273.22,0.4354,1,0.0303,0
2249,69326.388276689,711.7012028756424,15054.72915547721,36,0.1952207570530479,17,0,0.2152563855854105,13,MORTGAGE,credit_card,0,0.2171572691076163,high,0,0,0,0.0420225145544866,0.2171572691076163,0,1,21,3,0.1703,536.94,0.0929,0,0.3349,1
2250,102649.50335773376,661.3650934715456,12127.903122149366,60,0.2415057596066626,7,1,0.6151812262663975,8,RENT,other,0,0.1181486780288205,medium,0,1,0,0.1485698093452245,0.1181486780288205,0,1,12,1,0.1814,308.91,0.0361,0,0.2821,0
2251,71173.52638867397,744.8176290896561,22019.399033354817,36,0.1585409068142332,17,0,0.7247603428175042,7,RENT,credit_card,0,0.3093762547720194,high,1,0,0,0.1149041619732816,0.3093762547720194,0,1,27,2,0.2321,854.79,0.1441,1,0.1322,0
2252,120334.64790742044,589.1984992543995,5525.377429728404,60,0.5193617000203749,13,0,0.4245146724682555,5,RENT,credit_card,0,0.0459167623437386,medium,0,0,0,0.2204766619767058,0.0459167623437386,1,1,18,4,0.1918,143.87,0.0143,1,0.0779,0
2253,31464.729298453232,845.7834179680306,1000.0,60,0.2077605495108053,18,0,0.438303347967437,5,MORTGAGE,home_improvement,0,0.0317816177753474,high,0,0,0,0.0910621444261404,0.0317816177753474,0,1,25,4,0.1794,25.36,0.0097,0,0.5221,0
2254,74637.33156461836,739.9233666342859,15406.648759474334,60,0.4638079364862277,0,0,0.5137731035581937,1,RENT,other,0,0.2064201444009206,high,0,0,1,0.2382920429834508,0.2064201444009206,0,0,0,0,0.2107,417.39,0.0671,1,0.3737,0
2255,37428.196667606426,562.1197187542684,18659.512334978088,60,0.2363170665110416,5,0,0.4236734299193249,6,MORTGAGE,credit_card,1,0.4985415808352073,low,0,0,0,0.1001212621172062,0.4985415808352073,0,0,0,0,0.1913,485.4,0.1556,1,0.1251,0
2256,85908.95647874904,630.3679768379519,20944.272243535303,36,0.1336267649507574,17,0,0.7863617766264558,2,MORTGAGE,debt_consolidation,0,0.2437961430537502,medium,1,0,0,0.1050789802915234,0.2437961430537502,0,0,0,0,0.2273,807.78,0.1128,1,0.2278,0
2257,101606.62170291902,737.1256730879757,13852.593838821154,60,0.2205960183377443,16,0,0.5503874086326112,4,OWN,other,0,0.1363355419805957,high,0,0,0,0.121413270887583,0.1363355419805957,0,1,21,5,0.1681,342.89,0.0405,0,0.2929,1
2258,62377.1461895684,762.3440839320018,32739.46729474948,36,0.5501399582104869,13,0,0.7815434044601149,7,RENT,credit_card,1,0.5248631797730396,high,1,0,0,0.4299582558693693,0.5248631797730396,0,1,1,2,0.2417,1287.39,0.2477,1,0.1628,0
2259,20000.0,590.9433660937625,5048.603415161166,60,0.3646063958665985,19,0,0.3759036224169684,7,RENT,other,0,0.2524301707454368,medium,0,0,0,0.1370568649626495,0.2524301707454368,0,1,17,3,0.2394,145.06,0.087,1,0.1586,0
2260,80968.44440389484,729.9118095303064,8617.378650419012,60,0.1198416054088564,12,2,0.8287999978056212,10,RENT,debt_consolidation,0,0.1064288527926573,high,1,1,0,0.0993247222998823,0.1064288527926573,0,0,0,0,0.2144,235.28,0.0349,1,0.3474,1
2261,88102.15655200528,543.6862089136654,24866.35956144812,60,0.4167708221046137,14,1,0.2734228868073493,4,MORTGAGE,debt_consolidation,1,0.282244618455936,low,0,1,0,0.1139546813169156,0.282244618455936,1,0,0,0,0.2655,752.69,0.1025,1,0.2006,0
2262,87128.84264885093,673.7464894170267,8383.526143628587,60,0.3911740135220157,7,1,0.6838861987426608,8,RENT,credit_card,0,0.0962198726467639,high,0,1,0,0.2675185091544815,0.0962198726467639,0,0,0,0,0.2156,229.45,0.0316,0,0.3305,0
