customer_id,annual_income,credit_score,loan_amount,loan_term,age,employment_length_years,debt_to_income,credit_utilization,delinquency_count,inquiry_count,existing_customer,relationship_tenure_months,num_existing_products,default,income_per_month,loan_to_income_ratio,estimated_monthly_payment,payment_to_income_ratio,risk_score_band,review_flag
2775,62173.06906223625,644.6312831401904,26218.985488643262,36,30,20,0.2362406473720262,0.5578223144207224,1,1,1,11,1,0,5181.089088519688,0.4217096869060127,908.888133346196,0.17542414686222937,fair,1
2776,154042.22263245,730.5331948709822,3882.90075574352,36,40,11,0.0834990647642874,0.0970728284090564,0,0,0,0,0,0,12836.851886037499,0.025206730267603623,134.60179156759895,0.010485576428868689,good,0
2777,91677.36093898329,638.4231396576479,18976.470431654816,36,51,1,0.427819837132932,0.2335837524388321,1,0,0,0,0,1,7639.780078248607,0.2069918924049067,657.8244148919022,0.08610515068080349,fair,1
2778,61085.986759456966,680.1883578490285,21242.77271541524,36,29,1,0.1056981831390359,0.4777684474394027,0,2,0,0,0,0,5090.498896621414,0.34775197785896145,736.3863887401063,0.144658982066412,good,0
2779,88964.90322498839,727.3189370047768,6346.298361457435,36,52,1,0.4809516491566725,0.6490114202818809,1,1,1,29,3,0,7413.741935415699,0.0713348537606632,219.99612738263687,0.029674101050379664,good,1
2780,44673.93246431048,757.9100144232557,6209.175787653645,36,44,9,0.4227326729057583,0.6247320463344433,1,0,1,48,4,0,3722.8277053592064,0.1389887893230599,215.24273674522505,0.05781700194654585,excellent,1
2781,120135.2015576768,742.6644080220368,16352.915810176104,36,58,15,0.5454477715337241,0.5023388307860628,0,0,0,0,0,0,10011.266796473066,0.13612093373139234,566.8781933578758,0.056624022196767446,excellent,1
2782,55167.92712578579,685.249274233898,20085.24283270125,36,49,13,0.289326398238674,0.7532233746122904,0,1,0,0,0,0,4597.3272604821495,0.36407463319297384,696.2603062550282,0.15144893253271646,good,0
2783,90032.56297867397,850.0,20120.460250555298,60,40,17,0.5549059210047262,0.4549495044734843,2,1,0,0,0,0,7502.713581556164,0.2234798120219876,478.6639103395049,0.06379877161409976,excellent,1
2784,106979.32889229404,654.4485715431038,14436.515186567549,60,45,11,0.6255627998561141,0.485977364240345,0,2,1,20,2,1,8914.944074357836,0.13494677276361655,343.4433767829619,0.03852445667407918,fair,1
2785,86543.05632614979,567.4959557810491,14026.65407032876,36,45,2,0.33036075086347,0.4290254663045251,0,0,0,0,0,1,7211.921360512482,0.1620771748261957,486.23770895315545,0.06742138253864456,poor,1
2786,77834.09975458914,580.9710493353473,16048.236785207304,36,66,3,0.1866233857244142,0.3656147845032603,0,2,1,76,2,0,6486.174979549095,0.20618516608531734,556.3164135974203,0.08576956607950231,fair,1
2787,75324.06254568046,783.1805411085641,22985.21761348743,36,43,3,0.4691853285657714,0.4952522354377704,0,3,1,48,4,1,6277.005212140038,0.305151061113344,796.7887064252589,0.12693771621493838,excellent,1
2788,73306.76709338679,674.6342956107237,32446.21006793318,36,40,19,0.3391620547305101,0.6000955605898488,1,2,0,0,0,1,6108.897257782232,0.4426086615735867,1124.7565362731486,0.18411776931690635,good,1
2789,57699.04533217494,691.1340248637864,1000.0,60,40,16,0.0484514584627948,0.4817052833997972,0,1,1,22,1,0,4808.253777681245,0.017331309282946402,23.789908599446402,0.004947723164057126,good,0
2790,61515.49710690887,642.0233284052964,26230.02121301825,36,44,0,0.3724686624165619,0.3643482990117511,0,0,0,0,0,0,5126.29142557574,0.42639696411793987,909.2706896785778,0.17737397545616176,fair,0
2791,119387.71120952806,648.3108264490567,18888.483388065204,36,28,4,0.2815864364158056,0.5404235837180794,1,1,1,110,2,1,9948.975934127338,0.15821128654319613,654.7743205302629,0.06581323794526621,fair,1
2792,71743.9010194453,624.9032897335494,25257.222810988354,60,37,5,0.6760352255813257,0.2949295127434435,0,2,0,0,0,0,5978.658418287108,0.352046967780448,600.8670221492656,0.10050198221910002,fair,1
2793,51426.111918516806,712.9805569331062,31855.433372609885,60,30,14,0.3818472164901823,0.4498200734767277,2,0,1,76,4,0,4285.509326543067,0.6194408284737617,757.8378483301437,0.17683728826804843,good,1
2794,59511.07209415474,673.1834057724029,12448.739241834252,36,31,1,0.2214458784682158,0.9399629252010836,1,4,0,0,0,0,4959.256007846228,0.2091835822068445,431.53887006517266,0.08701685682195104,good,1
2795,108011.12042091668,710.4503764462381,29443.046778972468,36,52,20,0.3632168179675462,0.3411837905680366,1,0,0,0,0,1,9000.926701743056,0.2725927354883557,1020.6510789121221,0.11339399959796095,good,1
2796,95268.19899493436,703.7606869722239,7459.571356720715,36,42,5,0.0379847898791675,0.5211573555739443,0,0,1,46,3,0,7939.016582911197,0.07830074920424451,258.58803304610535,0.0325717965585494,good,0
2797,91809.8753469677,650.1884886456972,21275.99232767256,36,33,17,0.1848545025065384,0.7086524948165092,0,1,1,100,1,0,7650.822945580642,0.2317396930018109,737.5379554697998,0.09639982007418238,fair,0
2798,67274.36403270626,577.8888562288049,17574.832306640168,36,40,14,0.505694279569681,0.2960328310234876,0,0,1,23,2,1,5606.197002725522,0.2612411512033723,609.2362550020687,0.10867193118565205,poor,1
2799,92200.87410518836,571.7940282800449,20462.794680073883,36,39,7,0.2651153019649164,0.4565886346504802,2,3,0,0,0,1,7683.406175432363,0.22193710068851136,709.3482418636946,0.09232210631262844,poor,1
2800,55693.166251480565,850.0,10109.657151505,36,43,0,0.1486517367058486,0.6694752941399467,0,0,0,0,0,1,4641.097187623381,0.18152419465026767,350.45396478751684,0.07551101615509731,excellent,0
2801,67211.57905962676,783.4721411096317,24368.83456050201,36,24,11,0.8569152173601198,0.5012439912111443,1,2,1,56,2,1,5600.964921635564,0.36256899333551784,844.7521573674378,0.15082261164562608,excellent,1
2802,104094.13462175235,773.812779682385,35862.8726551478,36,29,0,0.236487603836434,0.7026428637879516,1,1,0,0,0,0,8674.511218479363,0.3445234718086516,1243.1960572268624,0.1433159777850259,excellent,1
2803,101228.33036757194,632.7775235109174,10281.431291836216,60,25,15,0.2140296340355915,0.8446043361336303,1,1,1,24,3,1,8435.694197297662,0.10156673783318926,244.5943107042717,0.028995160914395315,fair,1
2804,45542.7046214759,680.6656813634185,21896.455216632232,36,31,4,0.114442445016335,0.8424578330581848,0,1,0,0,0,1,3795.225385122992,0.48078952267200337,759.04646720079,0.20000036624338483,good,1
2805,49334.20641274273,622.924604533178,28558.73121079013,60,33,19,0.1987642557337394,0.4441088591791476,0,0,1,79,3,0,4111.1838677285605,0.5788829553936982,679.4096052208544,0.16525887114627422,fair,0
2806,78261.0645844023,588.1542533383877,17032.5927183455,36,30,0,0.5435846468167065,0.3220205358854808,1,0,0,0,0,0,6521.755382033524,0.21763814239657708,590.4393748769767,0.09053381186497984,fair,1
2807,126783.97124008527,638.7858535737009,33603.929215566575,60,51,7,0.1049133984049982,0.582352375126932,0,1,0,0,0,1,10565.330936673772,0.2650487193816262,799.4344046205954,0.07566581769530556,fair,0
2808,20000.0,772.8329474400705,15703.116585812848,36,64,8,0.551244362810872,0.7467985365219283,1,0,0,0,0,1,1666.6666666666667,0.7851558292513846,544.352729726297,0.32661163763981116,excellent,1
2809,83349.98818711513,738.8521756846778,18837.05296801205,36,52,16,0.4033712451432782,0.5968472922731208,0,1,1,61,4,0,6945.832348926261,0.22599946775634966,652.9914712854068,0.09401198278163726,good,0
2810,33718.70005280556,612.0966398864584,10068.458035734286,36,35,4,0.2727963200317869,0.2493557817301317,2,2,1,86,4,1,2809.8916710671297,0.2986016074068057,349.0257864377261,0.1242132534529209,fair,1
2811,55970.07019423363,657.9628764889767,21265.90357069789,36,45,16,0.1927191935061305,0.5974938886731618,0,2,0,0,0,0,4664.172516186136,0.3799513471489067,737.1882260152233,0.1580533788788679,fair,0
2812,64067.14745807276,732.4386220355607,20030.2294549897,36,41,6,0.1545706930104472,0.3230545841535443,1,0,0,0,0,1,5338.928954839396,0.31264431536904885,694.3532528261694,0.13005478412795285,good,1
2813,62384.74969689327,640.0320023368864,26359.012448448662,36,35,1,0.8282249395267929,0.5879158315424842,1,0,0,0,0,1,5198.729141407773,0.4225233342458823,913.7422052999259,0.17576261048998015,fair,1
2814,58986.12181022375,685.5710371382911,13637.93959577706,36,58,17,0.1017926197835749,0.4991407693892216,2,2,1,24,3,1,4915.510150851979,0.23120590364328822,472.7628178925164,0.09617777265995416,good,1
2815,75216.2118112911,708.1293212945368,13180.043754494258,36,66,4,0.2182848451545808,0.8929513682515254,0,2,0,0,0,1,6268.017650940925,0.17522876301436527,456.88973628030925,0.07289222233425442,good,1
2816,58942.33300108265,707.3651386290892,24624.92117899981,36,24,9,0.4467478884174716,0.1630358183354042,0,0,1,55,1,0,4911.861083423554,0.41777988628529045,853.6294683817113,0.1737894158059015,good,0
2817,31126.278454375417,697.79017993832,33971.904900745634,60,59,12,0.3661558489010328,0.7670899397702323,1,2,0,0,0,0,2593.856537864618,1.0914219941021823,808.188512537824,0.311577953687286,good,1
2818,98396.08837568328,634.2411978352243,26290.10247630984,36,35,0,0.4640731309174445,0.7180457365171122,0,2,1,6,2,1,8199.67403130694,0.26718645944201735,911.3534227143708,0.11114507956335988,fair,1
2819,97586.16501446642,641.4317788736829,38474.122486111446,36,39,13,0.2946656451766291,0.7791043264799362,0,3,0,0,0,0,8132.180417872201,0.3942579614642474,1333.7157299118762,0.1640046901587115,fair,0
2820,100295.22930068008,600.6445103935562,25553.074712219528,36,45,11,0.1824316224646532,0.554259075249606,0,2,1,54,3,0,8357.935775056672,0.25477856614054806,885.8041584600952,0.10598360434853966,fair,1
2821,28777.965112077545,570.706438454841,25192.928558543685,60,61,16,0.2825013626246176,0.4192813932999629,1,3,0,0,0,1,2398.1637593397954,0.8754242511432917,599.3374677601372,0.24991515494972588,poor,1
2822,83967.54457752453,671.967588081684,26792.928806699198,60,45,2,0.2036546538477722,0.8575121411816465,0,2,0,0,0,0,6997.295381460378,0.3190867250100789,637.4013274228485,0.09109252826750418,good,1
2823,95279.3656742077,737.1381730211034,34881.70755779163,36,47,18,0.3889939454601446,0.9134652453090726,1,0,0,0,0,0,7939.947139517309,0.3660992840432824,1209.183707121754,0.15229115329387097,good,1
2824,44063.93794681245,583.3802324092237,32375.700661171864,36,52,1,0.1556118382352573,0.7397440741380517,0,3,1,40,1,1,3671.9948289010376,0.734743696750761,1122.3123088593,0.30564103732399506,fair,1
2825,75275.19744546387,699.108127088698,9151.217668912304,36,54,19,0.5289281471737725,0.7157648531938811,0,1,0,0,0,0,6272.933120455323,0.12157015829046082,317.2294041867151,0.05057114399987701,good,1
2826,71512.00064068903,734.9241849368376,28005.81887610071,36,48,6,0.185457061115742,0.6015091116826742,0,1,0,0,0,1,5959.333386724086,0.39162404386396493,970.8291898691614,0.1629090246686011,good,0
2827,130264.5197570479,551.4286361825058,22653.56505798508,60,54,1,0.3218944798458925,0.4411118228933416,1,3,0,0,0,1,10855.376646420658,0.1739043378815782,538.9262421810778,0.04964601963480759,poor,1
2828,132734.8811103772,661.0593229904647,18059.649841110724,60,35,5,0.1137652028922134,0.6199640775878568,1,1,0,0,0,0,11061.240092531434,0.13605805565122672,429.63741905803084,0.03884170449471402,fair,1
2829,25069.308200093976,795.2347140320861,2270.708445425793,36,21,10,0.7162774138038844,0.6407902188072921,0,1,1,44,3,0,2089.109016674498,0.09057722802764472,78.71471461893267,0.037678605545705006,excellent,1
2830,149817.81017183966,718.6358712430161,4598.390897397216,60,64,2,0.0540062528402153,0.4595355986981377,0,1,1,104,3,1,12484.817514319971,0.030693219264733677,109.39529915360608,0.008762266570526032,good,0
2831,47543.22836540028,549.0679995656399,16355.32779886901,36,30,6,0.2537170654481587,0.6131022120876738,0,2,1,11,3,0,3961.9356971166903,0.3440096173701918,566.9618055900004,0.14310222295114639,poor,1
2832,104420.19882982277,726.0837623688127,5354.084915652556,60,36,6,0.2643363569091611,0.5438366498588395,2,1,0,0,0,0,8701.683235818564,0.051274417934474736,127.37319077704899,0.014637764592269634,good,1
2833,104114.93942591191,627.658424404017,16562.431812460854,60,38,3,0.6055924138421261,0.6551584773031032,1,2,1,87,2,0,8676.244952159326,0.1590783407609586,394.0187390030071,0.045413510237459466,fair,1
2834,45129.2931947458,728.3914851064932,27143.41252761957,60,36,10,0.3266058337424912,0.6785395111613084,1,1,1,15,3,0,3760.774432895483,0.6014588442563575,645.739303109138,0.1717038111323972,good,1
2835,89798.03381517297,631.6942763379458,14190.436765438437,36,33,0,0.1660084847466908,0.3122614804925893,0,1,1,82,1,0,7483.169484597747,0.15802614113453659,491.91527981481687,0.06573622056290006,fair,0
2836,71773.98767201808,676.2877288911625,20834.626027512368,36,48,5,0.29451018521012,0.5333841636674111,0,2,0,0,0,1,5981.165639334839,0.29028101549030566,722.237874814571,0.12075202698685643,good,0
2837,91629.90013897172,642.3720062005935,9300.480417209326,36,48,3,0.2127878907625078,0.5997146482542264,0,0,0,0,0,0,7635.825011580976,0.10150049714124024,322.4036372147842,0.04222250204576243,fair,0
2838,81920.16907141877,680.2210405916954,22987.67284970832,36,49,0,0.513902158255037,0.3141228918326759,0,1,0,0,0,0,6826.680755951565,0.28061066169659443,796.8738178444895,0.11672932223072509,good,1
2839,110890.1845611074,640.2903878262292,25081.35391469566,36,49,10,0.2004927748671021,0.4378364618082833,1,0,0,0,0,0,9240.848713425616,0.22618191153472283,869.4518310480465,0.09408787633226491,fair,1
2840,77261.98629438187,664.3523230911866,5770.657429858582,60,37,18,0.2901981610495889,0.5665858159974466,1,3,1,86,1,0,6438.498857865156,0.07468947805453337,137.28341281505195,0.021322270272056767,fair,1
2841,69963.77791721067,597.7076494182526,12481.137034020116,36,37,7,0.0509437479300074,0.1813135841441805,0,1,0,0,0,0,5830.314826434223,0.17839426922615392,432.6619481826346,0.07420901975083195,fair,1
2842,107881.92699171542,714.3461716789794,7328.297325926445,36,55,13,0.4632775988337694,0.3090642431916893,0,1,0,0,0,0,8990.160582642951,0.0679288693686504,254.03738371388332,0.028257268749580382,good,1
2843,92411.8789457581,692.2699646050747,25092.14796817852,36,36,3,0.0446671817808135,0.7333836845586524,2,4,0,0,0,0,7700.989912146509,0.27152513566610886,869.826009794418,0.11294989600097011,good,1
2844,96954.40182962664,566.8427478127094,21640.065605481806,36,36,14,0.0594053096687586,0.727158504191309,0,0,0,0,0,1,8079.533485802221,0.22319838188765959,750.1586528653038,0.09284677810800278,poor,1
2845,55062.399832242096,749.5041662141349,19502.8820576442,36,53,14,0.1203907904520453,0.2705744814432391,0,2,0,0,0,0,4588.533319353508,0.3541960051997222,676.0726144770642,0.1473395892055936,excellent,0
2846,43642.116558045775,667.6598428241853,18717.184618586805,36,42,8,0.0630257116345631,0.8525429508824017,0,0,0,0,0,0,3636.8430465038145,0.42887893838199426,648.8362029435561,0.1784064350505562,fair,1
2847,57968.33570241895,691.3233677365137,23228.35435432591,60,36,5,0.291043414681492,0.4994661690663093,0,0,0,0,0,1,4830.694641868246,0.4007076289574398,552.6004270049663,0.11439357439427329,good,0
2848,56375.35842958234,733.519317042043,23428.514920114056,36,36,12,0.204828779502536,0.8885504622976768,3,0,1,24,2,1,4697.946535798528,0.4155807709668525,812.1557259352925,0.17287462076755467,good,1
2849,98585.97805958745,702.9769569651988,15044.225061864574,36,55,12,0.1522032170732637,0.3646528568872286,0,0,1,14,3,0,8215.498171632287,0.15260004878806321,521.5120791016429,0.06347905728211584,good,0
2850,104279.52150882156,761.564221092263,13644.031961295848,36,49,14,0.2914903475992891,0.5507791345828627,0,0,0,0,0,1,8689.96012573513,0.13084095289036005,472.9740113700991,0.05442763884669265,excellent,0
2851,70346.09131402799,659.4693134456212,19410.048049631318,36,45,4,0.3381813193505477,0.4233266776695362,0,3,1,83,2,0,5862.174276168999,0.27592219676723906,672.8544987993838,0.11477899956333662,fair,0
2852,117927.57056473056,752.4100570358928,18102.65102000269,60,28,7,0.2479007734798945,0.122661669286344,0,1,0,0,0,0,9827.29754706088,0.1535065204274061,430.6604131735391,0.04382287308055681,excellent,0
2853,116054.0818129539,688.6047232465124,40606.82225049319,60,45,17,0.2676648871239264,0.6940946864615741,1,1,0,0,0,0,9671.173484412824,0.3498956832521403,966.0325898531993,0.09988783587744349,good,1
2854,82301.96749201618,715.5343397154684,16161.05327628919,36,39,17,0.324885378545759,0.8647329563498073,1,2,1,28,3,0,6858.4972910013485,0.1963629032035055,560.2272273867065,0.08168366969249455,good,1
2855,50343.2468537088,708.2540420958533,22896.653121143787,36,31,17,0.1554175181134742,0.5488039229364445,0,2,1,99,1,0,4195.2705711424,0.45481081478959423,793.7185946483621,0.1891936600987892,good,0
2856,122261.2994830662,766.8511227716668,24659.26488283149,36,35,16,0.0471453612637111,0.4593718225347434,0,3,1,81,3,0,10188.441623588851,0.20169313582377904,854.8200020460014,0.08390095694153787,excellent,0
2857,73169.47946914776,730.4988661491506,34005.24290614192,60,50,1,0.1650423245183936,0.6995650063774209,1,1,1,115,4,0,6097.45662242898,0.46474627334222923,808.9816206390893,0.13267525635699373,good,1
2858,78784.95589292924,648.9938163783107,11888.154082538653,36,57,6,0.243928819545099,0.3326126271681535,0,0,0,0,0,0,6565.412991077436,0.1508937074045464,412.10603582242703,0.06276924792388847,fair,0
2859,64811.84923180294,635.1113069200106,33396.47829141671,36,29,5,0.1751198563692249,0.2003585505197288,0,0,1,99,1,0,5400.9874359835785,0.5152835274219254,1157.69783799492,0.21434929288439297,fair,0
2860,48306.29021108407,676.5172096683617,18526.044256791592,36,31,6,0.2666157464132497,0.4666122450466664,1,2,1,28,2,0,4025.5241842570063,0.38351204730180677,642.2102712607907,0.15953457033317744,good,1
2861,30940.81709054124,626.7928991244527,45013.45229646402,36,50,10,0.1152419809760999,0.4375363516447186,0,2,1,113,4,1,2578.40142421177,1.4548242912683138,1560.4033440165836,0.6051824703317576,fair,0
2862,93986.04970671864,606.3465459071557,23626.02219226149,60,37,3,0.1505669864055851,0.7734255784310033,0,0,1,7,4,1,7832.17080889322,0.25137796796157075,562.0609085223931,0.07176310657224494,fair,1
2863,51497.96838310138,531.0363271491372,7710.708706491325,36,49,16,0.2239490475297705,0.1049811657057169,0,0,0,0,0,0,4291.497365258449,0.14972840576895066,267.2937763383235,0.0622845020108597,poor,1
2864,166785.9368699047,571.5516069519903,18028.41327357115,60,37,10,0.6381747202477264,0.3047924053906986,0,5,1,18,3,1,13898.828072492057,0.10809312590620554,428.89430397130394,0.03085830702440979,poor,1
2865,42417.792521625626,818.9784452778067,33362.69357328254,36,49,1,0.0376423919534128,0.7954977386730218,0,0,0,0,0,1,3534.816043468802,0.7865259267201822,1156.5266817191027,0.3271815752700367,excellent,0
2866,37278.525750558896,634.0449825259157,20815.41154411227,36,26,17,0.2061571714423931,0.3208406944013144,0,4,0,0,0,0,3106.543812546575,0.5583753950688841,721.5717996165704,0.2322747860403715,fair,0
2867,90304.16146840324,813.2422209874801,19403.745924028957,60,49,6,0.1669525187101902,0.7787020320908228,0,0,1,117,3,0,7525.346789033603,0.21487100492709094,461.6133420195295,0.06134113880716828,excellent,0
2868,120879.40436901886,708.2208220808906,27189.97163867684,36,21,11,0.2647272339575762,0.7886692034982892,0,1,1,30,1,0,10073.283697418237,0.22493469239347644,942.5476275242332,0.0935690541180963,good,0
2869,76937.68970829665,676.5169384854727,16550.02309332446,60,53,8,0.1896575346476225,0.1376935298305484,1,1,0,0,0,0,6411.4741423580535,0.21510943668646013,393.7235367089161,0.06140920604301161,good,1
2870,92167.27260561824,574.9576418225137,17892.668242170632,36,42,7,0.5076033220751058,0.7179330523330695,1,1,0,0,0,1,7680.606050468187,0.1941325563417596,620.2541225804977,0.0807558828592612,poor,1
2871,20000.0,680.3268226903234,10553.254900684504,36,47,6,0.4856444594447465,0.5021607979867545,0,1,1,120,4,0,1666.6666666666667,0.527662745007842,365.83139921887465,0.21949883939962547,good,1
2872,54674.653629247,812.452863687776,37288.2078096639,36,45,8,0.5865302600529503,0.3654484477312245,0,3,1,50,3,0,4556.221135770583,0.6820017198798567,1292.6056809722959,0.2837012607971187,excellent,1
2873,42791.528125873,789.0345720811717,7773.887207524684,60,22,1,0.3488503523838771,0.2675660602668368,0,1,1,9,2,0,3565.9606771560834,0.1816688383849208,184.94006612941783,0.05186262071320657,excellent,0
2874,20000.0,699.1967056888305,21694.666597634885,60,58,14,0.1679451483097757,0.6791875078760577,1,1,0,0,0,1,1666.6666666666667,1.0847333298275075,516.1141354531967,0.3096684810861169,good,1
2875,78509.40702071661,599.5932143866489,24798.84548081933,36,46,13,0.2339122875097546,0.5908251615779194,0,0,0,0,0,1,6542.450585059717,0.3158710073298565,859.6586007481314,0.13139703379339895,fair,1
2876,20000.0,612.9984258325593,19863.48880081538,60,51,10,0.3041221817961313,0.5069949273472749,0,2,1,92,2,0,1666.6666666666667,0.9931744399911102,472.5505830375251,0.2835303496523968,fair,1
2877,35334.121017376536,620.3185709625278,7461.372045101767,36,32,18,0.537986551298777,0.5728383173577556,1,0,0,0,0,1,2944.510084781378,0.21116619941447712,258.6504543896811,0.08784159226985416,fair,1
2878,58884.186179597455,769.4708449153891,10012.359722888668,60,45,11,0.303769039826561,0.7004126057491873,0,1,0,0,0,0,4907.015514966454,0.1700347813618553,238.19312267229992,0.048541342878836796,excellent,0
2879,50061.42492146771,794.2204305276132,25225.169183566184,36,26,8,0.1355931387643303,0.6723439129410549,0,0,1,18,4,0,4171.785410122309,0.5038843625133222,874.4372257471293,0.209607431728346,excellent,0
2880,86892.25506621203,693.712498447731,12201.20691403846,60,44,12,0.1133893902927907,0.8347068303095201,0,1,1,118,1,0,7241.0212555176695,0.14041765753001464,290.2655972879084,0.04008627885557431,good,1
2881,84167.4057570744,658.7843695133793,1000.0,60,31,16,0.2984482842810944,0.7036986280809118,1,1,1,99,3,0,7013.9504797562,0.011881083787640294,23.789908599446402,0.0033917987680006432,fair,1
2882,101813.9623780637,788.4097347662689,23869.783227890992,36,75,15,0.2046587321786264,0.8074908218840062,1,0,0,0,0,0,8484.496864838642,0.23444508660827254,827.4524096583883,0.09752521837682351,excellent,1
2883,97571.51198138036,611.4998521394532,11275.046200442192,60,49,12,0.1499887265409022,0.2166016832224363,0,0,1,7,3,0,8130.959331781697,0.11555674367819842,268.2323185630552,0.03298901243812884,fair,1
2884,109224.38368084142,683.6276329320256,26312.192735702512,60,58,13,0.3943359165351418,0.4812242948507449,1,2,1,40,3,0,9102.031973403451,0.24090035437825888,625.9646602333803,0.06877196893987028,good,1
2885,74942.44799972838,712.4076199682291,17983.787017757153,36,39,20,0.0991619363521835,0.5181478660258706,0,2,1,33,1,0,6245.203999977365,0.2399679687215764,623.4127792680914,0.09982264457182315,good,0
2886,84104.0070245001,619.603957497652,17501.876714861966,60,47,14,0.404761719984073,0.6054949691776879,2,2,0,0,0,0,7008.667252041675,0.20809801261378008,416.3680473653454,0.059407592389929306,fair,1
2887,90345.41105757574,635.4860045026085,20522.381830170747,36,53,14,0.2093322859635044,0.760269704221296,0,0,0,0,0,0,7528.784254797978,0.22715466773254256,711.4138463336471,0.09449252657037974,fair,0
2888,79249.70092173078,630.0383694568678,8615.066699396188,60,29,13,0.3147138125906593,0.1408724465758321,1,1,1,17,1,0,6604.141743477565,0.10870787648518651,204.95164935676968,0.031033805343162395,fair,1
2889,63084.17070248778,779.170879919166,11745.469124023886,60,34,20,0.4897669346640689,0.3050350000690719,0,0,1,72,3,1,5257.014225207316,0.18618726366762725,279.423636918148,0.05315253581113833,excellent,1
2890,65026.723969806895,814.0057093939961,17400.75951245337,36,54,19,0.1375785416234417,0.181238863242928,1,0,0,0,0,0,5418.893664150574,0.26759397444449556,603.201975108084,0.11131459895353432,excellent,1
2891,50473.24805010104,688.0354771165593,8556.5707522943,36,39,7,0.4084120686704997,0.6829013891355928,1,2,1,114,1,1,4206.104004175087,0.16952685001827703,296.6158100307127,0.07052032229012023,good,1
2892,87648.50489729489,661.2246989070048,27138.17659461643,36,33,15,0.2734511954293248,0.7780039614107669,1,0,0,0,0,1,7304.042074774574,0.30962509430259977,940.7521384907983,0.1287988388800504,fair,1
2893,72179.54477744534,638.0111247504692,16926.210195119096,60,34,13,0.2849679262711262,0.7645910220383639,0,1,0,0,0,0,6014.962064787112,0.2345014816465523,402.6729934769011,0.06694522576747253,fair,0
2894,55104.78748089705,680.122241941523,5505.633983490932,60,27,11,0.1149444762099438,0.6353016325782882,0,1,1,66,2,0,4592.065623408088,0.09991208087499903,130.97852924925527,0.02852279125826697,good,0
2895,55132.65542026222,641.4844773994247,14409.710212109712,60,21,10,0.3574441075581523,0.4709599593213119,0,1,1,100,1,0,4594.387951688518,0.2613643420946586,342.80568889059947,0.07461400570014953,fair,0
2896,38688.03816651634,673.2078830351345,21012.025649219075,60,22,18,0.3295028122908719,0.6691064083359145,1,2,1,95,3,0,3224.003180543028,0.5431142710891299,499.8741696841452,0.15504766637510026,good,1
2897,104365.240237116,708.9262976102747,15539.095464881131,36,43,19,0.1603772933682256,0.2968472349860945,0,2,1,119,2,0,8697.103353093,0.14889148369157862,538.6668937698466,0.061936356490042296,good,0
2898,77358.53008595362,651.6280940046743,23998.15886395689,36,50,18,0.3912062243280412,0.6147926839845645,0,1,1,77,3,1,6446.5441738294685,0.3102199439025295,831.902585363379,0.1290462863205906,fair,0
2899,49115.999412801895,666.7288356170131,25740.363495126378,60,72,6,0.3219623023475445,0.3073082958034456,0,0,0,0,0,0,4092.9999510668245,0.5240728846473025,612.3608948655832,0.14961175226898354,fair,0
2900,99256.43248806056,667.0181860449387,44017.00275953116,36,42,7,0.2014472739537461,0.4403158607571961,1,0,1,57,4,0,8271.369374005046,0.443467507905671,1525.8611547320716,0.1844750349734128,fair,1
2901,58186.53570616881,657.7705595691702,31506.44201360725,36,27,1,0.3974626979021309,0.613081012067218,0,1,1,76,1,0,4848.877975514068,0.5414730681367156,1092.1792257191362,0.22524370194696472,fair,0
2902,32804.98118963302,649.0986486088652,3636.29655636662,36,42,16,0.1695196389671898,0.4489255152124518,1,2,1,106,3,1,2733.7484324694183,0.11084586621878359,126.05319114428782,0.04611001861071499,fair,1
2903,105636.668676574,733.3537622055765,16397.675150013256,36,50,14,0.4107735214006734,0.3771059539644504,0,0,1,33,2,0,8803.055723047833,0.15522711341894466,568.4297878256335,0.06457187204584197,good,0
2904,58887.09031301661,556.048477971649,17333.58707552034,36,54,20,0.0702991916815869,0.9153866369771682,0,0,1,112,1,0,4907.257526084718,0.2943529215501841,600.8734246444201,0.12244587151336732,poor,1
2905,62733.02729373632,790.1995901300884,25750.70922424639,36,53,15,0.2563680499505687,0.4144129449588266,1,2,1,68,4,0,5227.752274478026,0.41048089554586237,892.655211594805,0.1707531582515892,excellent,1
2906,76235.40061047532,689.4870624242099,10664.139292982883,36,49,4,0.1732674161136665,0.5648872642501547,1,1,1,52,4,0,6352.950050872943,0.13988434778917744,369.675236287893,0.058189539232865094,good,1
2907,109277.67668370344,722.7012303190561,14687.478358016617,36,43,6,0.1593057523336996,0.347115552191067,0,2,1,50,4,0,9106.473056975286,0.13440511185458387,509.1453593489574,0.05591026911379889,good,0
2908,75601.11872598935,730.7554448204213,7555.88124090678,36,51,8,0.1256192229999083,0.3046778856469384,0,3,0,0,0,0,6300.093227165779,0.09994404009010194,261.92664089950904,0.04157504205311051,good,0
2909,39026.48621564309,630.43585879786,13977.342765084915,36,28,15,0.0691770908981899,0.4964937066516937,0,0,0,0,0,0,3252.207184636924,0.35815017235971885,484.5283193890415,0.14898445631905513,fair,0
2910,91316.3101233654,615.994901067453,14350.344527479225,60,21,8,0.1172714530509243,0.6296977446344627,0,1,0,0,0,1,7609.69251028045,0.15714985097333894,341.3933846792966,0.04486296708746407,fair,1
